	cancer_type	tumor_normal_residuals_corr	prot_RNA_tumor_normal_ratios_corr	above_reg_line_ACSS1_Normal	above_reg_line_ACSS1_Tumor	above_reg_line_C1orf116_Normal	above_reg_line_C1orf116_Tumor	above_reg_line_CARD9_Normal	above_reg_line_CARD9_Tumor	above_reg_line_CDKN2A_Normal	above_reg_line_CDKN2A_Tumor	above_reg_line_CFI_Normal	above_reg_line_CFI_Tumor	above_reg_line_DYNC1LI1_Normal	above_reg_line_DYNC1LI1_Tumor	above_reg_line_ECH1_Normal	above_reg_line_ECH1_Tumor	above_reg_line_ECT2_Normal	above_reg_line_ECT2_Tumor	above_reg_line_FAM57A_Normal	above_reg_line_FAM57A_Tumor	above_reg_line_GPCPD1_Normal	above_reg_line_GPCPD1_Tumor	above_reg_line_HPS3_Normal	above_reg_line_HPS3_Tumor	above_reg_line_IFT43_Normal	above_reg_line_IFT43_Tumor	above_reg_line_IMPDH1_Normal	above_reg_line_IMPDH1_Tumor	above_reg_line_IMPDH2_Normal	above_reg_line_IMPDH2_Tumor	above_reg_line_MBNL2_Normal	above_reg_line_MBNL2_Tumor	above_reg_line_MFSD4A_Normal	above_reg_line_MFSD4A_Tumor	above_reg_line_NELL1_Normal	above_reg_line_NELL1_Tumor	above_reg_line_PPM1L_Normal	above_reg_line_PPM1L_Tumor	above_reg_line_RIPK3_Normal	above_reg_line_RIPK3_Tumor	above_reg_line_RNASET2_Normal	above_reg_line_RNASET2_Tumor	above_reg_line_SLC1A5_Normal	above_reg_line_SLC1A5_Tumor	above_reg_line_TALDO1_Normal	above_reg_line_TALDO1_Tumor	above_reg_line_THADA_Normal	above_reg_line_THADA_Tumor	above_reg_line_TXLNG_Normal	above_reg_line_TXLNG_Tumor	above_reg_line_USP7_Normal	above_reg_line_USP7_Tumor	tumor_normal_residual_diff_ACSS1	tumor_normal_residual_diff_C1orf116	tumor_normal_residual_diff_CARD9	tumor_normal_residual_diff_CDKN2A	tumor_normal_residual_diff_CFI	tumor_normal_residual_diff_DYNC1LI1	tumor_normal_residual_diff_ECH1	tumor_normal_residual_diff_ECT2	tumor_normal_residual_diff_FAM57A	tumor_normal_residual_diff_GPCPD1	tumor_normal_residual_diff_HPS3	tumor_normal_residual_diff_IFT43	tumor_normal_residual_diff_IMPDH1	tumor_normal_residual_diff_IMPDH2	tumor_normal_residual_diff_MBNL2	tumor_normal_residual_diff_MFSD4A	tumor_normal_residual_diff_NELL1	tumor_normal_residual_diff_PPM1L	tumor_normal_residual_diff_RIPK3	tumor_normal_residual_diff_RNASET2	tumor_normal_residual_diff_SLC1A5	tumor_normal_residual_diff_TALDO1	tumor_normal_residual_diff_THADA	tumor_normal_residual_diff_TXLNG	tumor_normal_residual_diff_USP7
C3N-01524	ccrcc	-0.15788948646494733	-0.09873272040680336	False	True	False	False	True	True							False	True	True	True	True	True							True	True					False	False							False	False			True	False					True	True	0.1556481942931716	0.04039210452501446					-0.13148075212331428	0.0746789603032941					-0.2492367866376036			-0.5726063217151105				0.2729314645907154		-0.051692256534341105			-0.1449183096927294
C3N-01646	ccrcc	-0.03757015317269614	0.11003110349741849	True	False	True	True	False	False							True	False	True	True	True	True							False	False					True	True							True	False			False	True					False	True	-0.2908268432995234	0.045423356934594816	0.05452208453539792				0.3378199825146076						-0.38115745155042874							-0.23619920516215587		-0.0430024547012363			0.003628590063339699
C3N-01648	ccrcc	0.20003111940059257	0.04514562590727902	True	True	False	True	True	True							False	True	True	True	True	True							True	False					True	True							True	True			False	True					True	False	-0.10422315869718857	-0.30734360102155944	0.040592029312148704				0.1812959086725106						0.1067415993637772			0.18627811122223809				0.10951507369602864		-0.007104887552957212			-0.0522039138384595
C3N-01649	ccrcc	-0.13929492982779462	0.08068636457561056	True	True	True	False	False	True							True	True	False	True	False	False							True	True					True	True							False	True			False	False					True	True	-0.3321716256706636	0.10583929544505782	0.022811549668961928				-0.042575063636800414	-0.3634102947243004	0.03079371844880402				-0.13206552103376912							0.38281137031410706		-0.0264284344652174			-0.07530765229865499
C3N-01651	ccrcc	-0.16315968731493072	0.07149424325024611	True	True	True	False	True	True							True	True	False	False	False	True							True	False					True	False							True	True			False	False					False	False	-0.1274202066992557	0.7435181971896749					-0.20156290218338707	0.171429095019661	-0.0166823533191547				-0.0799606417452166			0.477235637967664				0.5495756659773703		0.20472963912776648			-0.10528691452346019
C3N-01808	ccrcc	0.04342903928882282	-0.019362099389417887	False	True	False	True	False	True							True	True	True	True	True	False							True	True					True	True							True	False			True	False					False	False	0.055780261896819096	-0.020853488325482505	0.14130075618202292				0.07305190052729574	0.03756913780225937	-0.13001155364835548				0.009272850870918808							-0.37959478919380757		-0.0322463849688807			0.0721434697941981
C3L-00006	endometrial	-0.02124130563010255	0.013307710901787308	False	True	True	False	True	False	True	False	True	False	False	False	False	True	False	False			False	False	True	False	False	False	False	False	False	False	False	False					True	True	False	False			True	True	True	False	True	True	False	False	False	True	0.4029914070233044	-0.404520110784304	-0.0438333190854176	0.12687093073468458	0.8003243573950213	-0.032776389788063603	0.20889653955343773	0.1227257173922511		0.2870030463097871	0.08562685721388759	-0.21262447493225103	0.11198188531182261	0.5351710054834847	0.1591224289271761				-0.2220905638797587		0.0218592906550511	0.1571828889433789	-0.029451840703880097	0.04869964646541161	-0.050430170378494
C3L-00361	endometrial	-0.01447447932771033	-0.036470242339193076	False	True	False	False	False	False	True	True	False	True	True	False	False	True	False	False			True	False	True	False	True	False	False	False	True	False	True	True					False	True	True	True			False	True	False	False	True	False	False	True	True	False	-0.027564908878190797	0.3597700480301936	0.12306515292453969	-0.2620204824416131	0.3404300550316045	0.27450841613540083	-0.01344952255069079	0.2579979408236625		0.054542351051578813	-0.004555131746359603	0.2592428284865383	0.2365743363153395	0.2133093043504383	0.028103597657209503			0.150175656504066	0.1232096660645632		0.05508242714855449	-0.05147795703162231	-0.0840021690077919	0.0409323213156155	0.0254470222683079
C3L-00586	endometrial	-0.023910758668553404	-0.05596794035424109	False	True	True	True	True	True	False	True	False	False	False	False	True	True	False	True			True	True	True	True	True	True	True	True	True	False	False	True					True	True	True	False			False	True	True	False	False	True	False	True	False	True	0.4642904602238321	-0.2261309794063584	0.12428315648479768	0.0736166494285824	0.49783086412550676	0.0350112137853003	0.1342211349515392	-0.044880738274637795		0.18610967038211318	0.0340116770491632		-0.2274672982284332	0.17274456199019042	-0.14033671337465647				-0.2989191896843055		0.2174789802198248	0.05776646823636358	-0.03387864153558459	-0.14379886160157448	-0.04142166030708799
C3L-00601	endometrial	0.07044480342620954	-0.006033415787611302	False	False	False	False	True	True	False	True	True	True	True	False	False	False	True	False			False	True	True	True	True	True	False	False	False	False	False	True					True	True	True	False			False	True	True	False	False	True	True	True	True	True	0.0585828172855235	0.047280507597788124	0.2546099366470775	-0.23897319743323378	0.4273546618338476	0.035580497229000196	0.010808671157186	0.2235483798894245		0.3535568059919164	0.0749895911236141		-0.0220734404919464	0.20539959976887	0.0687754941349761				0.2218599424675774		0.3060023086064175	0.1577804008977649	0.0097337065259956	-0.013128568421414591	0.1029266716542136
C3L-00932	endometrial	0.050704890398894996	-0.14035743313991855	True	False	False	False	True	True	True	True	False	True	True	False	True	False	True	False			True	False	False	True	False	True	True	False	True	False	False	False					True	False	True	False			False	True	True	True	False	False	False	False	True	True	0.1824745668245612	-0.028716591565190908	-0.20270975350099882	0.1693096073475325	0.7476937316608111	-0.0192181415838424	0.3055420322773228	-0.261749617028592		-0.1205938318167237	0.12294596156549319	0.002025005123576201	-0.028113040619367397	0.1771933058613664	0.22051258162520487			-0.2992277700855397	0.18527110799059207		-0.13355875082589788	0.08920874788060339	-0.017482253598089387	0.2743551002950111	0.09579414219212871
C3L-01282	endometrial	0.062225512096983605	-0.12491702422412253	False	False	True	True	False	False	True	False	True	False	True	False	False	True	False	False			True	False	True	False	True	True	False	False	True	True	False	False					True	True	True	False			False	True	True	False	False	False	True	False	True	True	0.014838877167194314	-0.1156197696034785	0.049564099309313214	0.195760497582183	-0.10192077573775551	0.2035573551993896	-0.04014985789366599	0.061087876491873395		0.2052327736171042	0.0615519750497098	-0.060834697799791906	0.07143088113488799	-0.0426933723265471	0.0998971548905003			0.10134831724839641	0.3232274942861308		0.989552565458598	-0.15402067616770942	0.043399632869803896	-0.0767394272712048	0.0744317672523723
C3L-01304	endometrial	0.0270170588791028	0.00865135156775554	False	True	False	True	False	True	True	True	True	True	False	False	True	True	False	False			False	False	False	False	False	True	True	True	False	False	False	True					True	True	False	False			True	True	True	False	True	False	False	True	True	True	-0.14210680223463967	0.1380484862062444	-0.21682461549106208	-0.07884061113328171	0.7851624840670639	0.0324028765466432	0.026778433409492403	0.1155433124729881		0.4143327000380676	0.171831557277554	0.056629045857420006	-0.0461210288330427	0.1177871663122454	0.2201112666135188			-0.014793259391087388	0.12660328674632848		0.3478367894409278	0.12464167062275078	0.043409800706349	0.0977191227926119	0.0643391641472418
C3L-01307	endometrial	0.0002929480499197885	-0.054607226386316134	False	True	False	False	False	False	False	False	False	True	True	True	False	True	False	True			False	False	False	True	True	False	True	False	True	True	False	True					True	True	False	False			True	True	False	False	False	True	True	True	False	True	-0.05966935024710719	0.037186514648678504	-0.21856485752181187	0.0804596460375776	0.3040621380931857	0.11873224065908092	0.1751260929202204	-0.14291437373303473		0.16058655358025978	-0.0952382889304378	-0.2017449556737374	0.36560808152126173	0.0443213640492718	0.26285207570075486			0.018690575635529588	-0.0001407987791627041		0.07051435148999759	0.019853795796505896	0.07288566773938532	0.226687551142233	0.0279247760210156
C3L-01311	endometrial	-0.0010827514994525991	-0.011122373453758995	True	True	False	True	True	True	False	True	False	False	True	False	False	True	True	True			True	False	False	True	True	False	False	False	True	False	True	True					True	False	False	True			False	True	True	False	False	False	True	False	True	True	0.4401374802583762	-0.1949485124467574	0.09931201373923909	-0.4039228001967423	0.5763531754557106	0.082435003196544	0.5276219424033541	-0.270196826334045		0.236744379988382	0.1409630194150606	0.0503499430937879	-0.1657332595973139	0.2938195477891364	-0.04998655808086211			0.07449267557645131	-0.0796134862509439		0.011009787645180596	0.005904390899458406	0.2837338432259783	0.010543537383908709	0.01912411155711688
C3N-00333	endometrial	0.05039027931428913	-0.02276803166068755	True	False	False	True	True	True	False	True	False	True	True	True	True	True	False	True			False	True	False	False	True	True	True	True	True	True	False	True					True	True	True	False			False	False	False	True	False	False	False	True	False	False	-0.1604925233166138	0.3324923108955281	0.117058831959056	0.2206567308877416	0.5131662496693861	0.1811532088460236	0.29831175002759247	0.6828631630856434		0.0809933184398678	-0.098144536715856	-0.0957552848500485	0.23767450526532818	0.3130605707150348	0.08547304608278211				0.0166164055108572		1.4802227986083012	0.24066019095990598	0.018146136029758106	0.032441739442055806	-0.0005739242705945918
C3N-00383	endometrial	0.25295031988095185	0.04363602974728059	True	True	True	True	False	False	True	False	False	True	True	True	True	True	True	False			True	True	True	False	False	True	False	False	False	True	True	True					False	False	True	True			False	False	False	True	True	False	True	True	False	False	-0.02535287902334893	-0.23531971766951365	-0.0993843147151511	-0.59311422175854	0.385528958012175	0.26508120232507626	0.15900612921195856	-0.1994575601223037		-0.010039719688492404	-0.02860426618552149	0.29116943227269954	0.0190642682469087	0.22911331456494993	-0.1756409363258562			0.2273056774716781	0.023639214531557817		0.34827158034993566	0.06123837760169221	0.014040413333986798	0.052118159956753105	0.18743777511404838
C3N-00858	endometrial	-0.01493596695680701	-0.02752955635348203	True	True	False	True	True	False	True	True	True	False	False	True	False	False	True	True			True	True	False	True	True	True	True	False	True	True	True	False					False	True	False	False			True	True	False	False	True	True	True	False	True	True	0.38207717886389964	-0.0626378848848448	-0.3787699730762059	0.2097782913452474	-0.041645754439723015	-0.035196312795079704	-0.1933780859368792	0.06393816025569338		0.1712858596693766	-0.0352820715941859	0.2340994547147823	0.04962758807949991	0.0089948988151145	0.090285391312247			0.1026245089710139	0.12339447947199189		-0.40472473481087795	-0.1257268651171457	0.0718356482390019	0.044027853692062	-0.0172574686729729
C3N-00866	endometrial	0.020168627393077752	-0.05417937299051569	True	True	False	True	True	False	False	False	True	True	True	False	False	True	False	True			False	False	False	True	False	True	False	False	False	True	True	True					False	True	True	True			True	True	False	True	True	True	True	True	True	True	0.1853095641296139	-0.0106907058577594	-0.1063464516830811	-0.10238542123701772	0.07702835444356027	-0.0183022949746025	0.5256492390981327	0.0791829049186496		-0.31835312818947303	0.038160852362876	0.1347187921933031	0.013579779819406002	-0.0861000214638884	-0.1822743921109174			0.358384145125654	-0.03494280750897899		-0.25062713329779146	0.1742284571961522	-0.06482647106171752	0.0925363351175722	0.09047931258404829
C3N-01346	endometrial	0.08683893314093018	-0.11677837351191213	False	False	False	False	False	False	False	True	True	True	True	True	True	False	False	True			False	True	False	True	True	False	False	False	True	False	False	False					False	False	True	True			False	False	False	False	True	False	True	True	False	False	-0.06358852025291062	0.32023276657239114	-0.2075668730788838	0.4964959597538301	0.022230713051080403	0.23505112960670088	0.0989190281746602	-0.2242778379221227		-0.3167695893069667	0.1992059893253142	-0.0622263844381391	0.4063969887555901	-0.0114292848646067	0.0436980724930463			-0.055233200347506006	0.010741814547145012		-0.28691345889828096	0.03488884998034769	0.1588859257815056	0.04829457599206931	-0.0949830916230536
C3L-00994	hnscc	0.11067909232713566	0.737882742487362	True	True			False	True	True	True			False	True			True	True			True	True	True	True			True	True			False	True					False	False											False	True			-0.18217817413722429		-0.1104605541288535			-0.0109615940970379		0.14579318517258		-0.2559123082272403	-0.0465252605110629		0.015095182299689702		0.294452188131979			-0.37620031000506077						0.06038181653023591	
C3L-00995	hnscc	0.09566894698748836	0.5923004073302404	True	False			True	False	True	True			True	True			False	False			False	True	True	False			False	True			False	True					False	True											False	False			-0.030077702258092906		-0.31487117213766536			0.12802981806813668		-0.23755910721406642		0.011436815663838307	-0.05336116351512259		0.3432209298976275		-0.3309723779056416			0.3824715208662602						-0.22156340734809227	
C3L-00997	hnscc	0.0513886520194501	0.6757006417387409	False	False			True	True	False	False			False	True			True	False			False	False	False	False			True	False			True	True					True	False											False	True			0.04245154635194011		-0.17081665402426832	0.0091459454770743		-0.0926114003855464		-0.0036235003588052928		-0.4406329283997754	-0.060370121852814505		0.04994525554920331		0.023343335446244097			-0.4212656931910391						-0.0201447747509648	
C3L-00999	hnscc	0.13130992910840159	0.6342983589923541	False	False			False	True	False	False			False	False			False	True			False	False	True	True			False	False			False	True					True	False											False	False			-0.3474085925621261		0.1698342727095617	0.16082303376919072		-0.047701964831064814		0.0043118057356457		0.024070751837733495	0.0431762912321248		-0.06227734677624821		-0.132403264469392			0.012979290561548312						0.0028403013246014047	
C3L-01237	hnscc	0.17014190944625782	0.72847269149444	True	True			True	False	True	True			True	True			True	True			True	True	False	False			True	False			True	True					False	False											True	False			-0.2125793228263735		-0.4073635437351915			-0.09456338907795231		0.04725585648842617		-0.05607727029812798	0.1483743430120682		-0.1990547653063401		-0.16008743305113782			-0.3340790734938026						0.04224593063591971	
C3L-02617	hnscc	-0.04922953291111511	0.6331160830089128	True	False			False	False	True	True			False	True			False	True			False	True	False	False			False	True			True	False					True	True											False	True			-0.24314989210034652		0.1834313598296638			0.2024411141361727		0.10719378492158815		-0.04372362099489799	0.1751404642689459		-0.035378741169083405		-0.15675462572727952			-0.04525411766780674						0.21104306487730212	
C3L-02621	hnscc	0.12532531090590263	0.6122677966087284	True	False			False	True	False	False			False	False			False	True			True	False	False	True			False	False			True	False					True	True											True	False			0.45596314479418887		-0.0097445318141655	0.2452894730298928		0.055964078984109794		0.06935473020865224		0.3324505882369062	-0.031726587103794		0.4429705134216633		-0.13177951455312312			0.09842285084222809						0.06522653738980369	
C3L-02651	hnscc	0.056097876732136905	0.7017697598331133	True	False			True	True	True	True			True	True			False	True			True	False	False	True			False	True			False	False					False	True											False	False			-0.0547172647684364		-0.352035897116934			-0.015773832147547497		-0.1519383788402082		-7.145693688276333e-05	0.05926152191487702		0.1036208867657866		-0.4842584794421189			-0.054035716881600665						-0.249091979977855	
C3L-03378	hnscc	0.062061444354932355	0.7031863421633845	True	False			False	False	True	True			True	True			True	True			False	True	True	True			True	False			False	True					False	False											False	False			0.60529969941659		-0.5402220140574212	-0.02765123368378719		0.07214698972351609		0.26239145012265497		0.3135383790659064	-0.1408991542253233		0.062464754664423805		-0.21924982839506352			-0.060008585135768996						0.12201816633232	
C3N-00204	hnscc	0.06225684584113878	0.6612162454026128	False	False			False	True	True	True			True	True			True	True			True	True	True	True			False	False			True	False					True	True											True	True			0.057061119229159095		-0.38473983091136565			-0.0512240852127811		-0.05213103810092749		0.0046126828254026	-0.026881610053597398		0.0126518494167876		-0.4254739441967634			-0.011778869172157702						-0.0956845689527917	
C3N-00306	hnscc	0.18060479458447407	0.576035551051302	False	False			True	False	True	True			True	True			True	False			True	False	False	False			True	True			True	True					True	True											True	True			-0.17290473859999178		-0.2986581415724364			0.0729006215621025		-0.054538965780789095		0.4812684125868093	0.10960036035953609		0.1642881081130964		-0.26329962814693164			-0.041104493726203006						-0.15298893956949522	
C3N-00307	hnscc	0.11547957696344642	0.6207342567218918	False	True			True	False	True	True			True	True			True	False			True	False	False	False			False	True			True	True					True	True											True	True			-0.26454729149093387		-0.18392319573015764			-0.2398211405082049		-0.4858653422375209		0.25040920405901146	-0.05420533980709		-0.012383010260315797		-0.3347402761779096			0.1315243221329919						-0.187551793548625	
C3N-00498	hnscc	0.014587397281365553	0.356122022309424	False	True			True	True	True	True			False	False			True	True			False	False	True	False			False	False			False	True					True	False											False	False			-0.0040088320643962005		-1.9958435940487829			-0.0412623399724548		-0.5597477562530292		-0.45001641835042167	-0.5848132867970924		-0.15153094321004346		0.033696003462166835			-0.35141747473068163						-0.2668545580661632	
C3N-00519	hnscc	0.1701916027502193	0.4715947590918716	False	True			False	True	True	True			False	True			True	False			False	False	False	False			True	True			True	True					True	False											True	False			0.0017780262440618977		-1.0922636246936694			0.1849925759641359		-0.06501572198191291		0.2070549897298416	0.200183172365768		0.23918566437479333		-0.4872136722222656			-0.32299170347850936						-0.1463745278699855	
C3N-01337	hnscc	0.10759949502008923	0.7008843510916258	False	False			False	False	False	False			True	True			True	True			True	False	True	True			False	False			True	True					True	False											True	True			-0.2621325024750318		-0.07648370667289411	0.9541263331354255		-0.0854915642354942		-0.028750033524285207		0.0101894707740183	-0.1902397442042445		-0.1076609709265589		-0.22834695496973542			-0.07615210414684119						-0.03892269258276421	
C3N-01338	hnscc	0.07212664395906532	0.6971340072350821	False	False			False	False	True	True			False	False			True	False			False	False	False	True			False	True			True	False					True	True											True	True			0.027464740043874614		0.05703266669251841			0.11805099705157929		0.16325898010716872		0.1515738505984348	0.038554632972725704		0.03694077909497029		-0.0725208580000397			-0.2270484649030066						0.1233662286326572	
C3N-01340	hnscc	0.08149694770695665	0.7728635137473711	True	True			False	True	True	True			False	True			False	False			True	False	True	False			True	True			True	True					True	True											True	False			0.2365499650910836		0.18495813145827633			0.0002855308760965902		-0.1327093179840505		0.23029643990312737	-0.0015013687617343		0.037004299757998016		0.04016454904130751									-0.1436017248614061	
C3N-01645	hnscc	0.02826141380177441	0.6764167330711489	False	False			False	False	True	True			False	True			True	False			False	False	False	True			False	True			False	True					True	True											True	True			0.1433880614135793		-0.3736620728542585			0.0219902690027879		-0.064148838730085		0.2386961886596134	-0.0435849412974047		0.06124286320843053		0.04573481421624351			-0.0474132180867069						0.014021024316515696	
C3N-01754	hnscc	0.09872940464752863	0.7414530990403364	False	False			False	False	True	True			True	False			False	True			True	True	False	False			True	False			True	True					True	True											True	True			0.18507545480265358		-0.3282866303617382			-0.002867291546892501		-0.361691551561267		-0.16681050180642532	-0.06699353041438671		-0.1116960723852008		0.047370665056692185									0.092898527342858	
C3N-01756	hnscc	0.03833309653805026	0.7547009133217292	True	False			True	True	True	True			False	True			False	True			False	True	False	False			True	False			True	True					True	True											True	False			0.2202135074480892		-0.004932733095477093			0.008838657170725503		0.0710362838368712		-0.004847994806387201	0.09774269556607369		0.06456271322007089		0.2399396691956455			0.07622013775625358						-0.012600006004484202	
C3N-01943	hnscc	0.11800985267219996	0.6757421045347303	False	True			True	False	True	True			True	False			False	False			False	False	True	True			True	False			True	True					False	True											True	True			0.15603712933146346		0.1967722585672366	0.2540359404923884		0.017220922754555307		-0.5991563952908541		0.2217494308489071	-0.047406571188552356		-0.1346504372831335		0.006079366614150483			-0.1006835643073917						0.0313817013982533	
C3N-01944	hnscc	0.030128293281344948	0.670245849467814	True	False			False	True	True	False			False	False			True	False			True	True	False	True			True	True			False	True					False	True											True	False			-0.062312636639202404		-0.7724692555356086	0.4073955719287359		0.024170932108917603		0.17716958676935263		-0.009008573962923608	0.10879791546122211		0.100127518070757		0.013577913562183297			-0.11661085292511739						0.0330188587428921	
C3N-01946	hnscc	0.019934625495507296	0.718891898372347	False	False			False	False	True	True			False	False			False	False			False	True	False	True			True	False			False	False					False	True											True	True			0.11688879516062199		0.081491238905311			-0.017228373686623798		0.024909078718195296		-0.1298225492307142	0.032641828299471584		-0.1027298757668233		0.0843326842043344			-0.004224309716397978						-0.242207211141795	
C3N-01947	hnscc	0.0801718313395313	0.7307418238643343	True	True			True	True	True	True			False	True			True	False			True	True	False	False			True	False			False	False					False	False											False	False			0.1199457327175232		-0.04765658308681439			-1.8320192976897104e-05		-0.054680465712275805		-0.0015706768845729913	-0.15871383160674118		0.08922621031068309		0.10561128530194559			-0.30838848192142543						-0.0600062921103049	
C3N-02279	hnscc	0.12006912427442958	0.6465735812828287	False	False			True	False	False	True			False	False			False	False			True	True	False	True			True	False			False	False					True	False											True	True			0.18926875705415203		0.08214875488082013	0.5970627152967051		0.11828602945815139		-0.4787893568550643		0.1642925633481565	0.1278817183178281		0.07708343970896209		-0.1467416768668696			0.17977139424571212						0.09228739088325899	
C3N-02713	hnscc	0.04558618476746018	0.6728410897834101	True	True			False	True	False	True			True	True			True	True			False	False	True	True			False	False			True	True					True	True											True	False			0.060507247204654974		-0.14877965493281262	0.038185627264304606		0.16410060655799658		0.11438156338087299		-0.23118791774722572	-0.021885564328647494		-0.0014288388624641019		0.44365343640390287			-0.1225939526277795						0.011301188322920104	
C3N-02714	hnscc	0.08212494030058791	0.7571130452698397	False	False			False	True	True	False			False	True			True	False			True	True	True	True			False	False			True	False					False	False											False	False			-0.090443582596771		0.1254540256785463	0.09045787637560769		-0.0521107342789727		-0.0337390361810635		-0.38073678144815526	-0.1214222203444864		-0.1665845532213743		-0.1197470725964519			-0.0019512270418598904						-0.0435644933348716	
C3N-03027	hnscc	0.027998823787956935	0.6097905377830956	True	False			False	False	True	False			False	False			True	False			False	False	False	False			False	False			False	False					False	False											True	False			-0.21310309264700739		0.35985404752457617	0.35352969513448673		0.031123114562496897		0.08354098753370012		-0.1590729507628112	0.1136645130372734		0.1542890630760504		-0.0368880472248044			0.37150201422305595						0.0104750864040081	
C3N-03028	hnscc	0.04669382851117167	0.74147983417354	True	False			False	True	False	False			False	True			False	True			False	False	True	True			True	False			True	True					False	True											True	True			-0.1271076135606504		-0.1858933705318733	0.33790900442284055		0.0091649269791087		-0.0280428180319279		0.09636992546656051	-0.0608310872447962		0.09537420058023968		0.008509927385068098			0.26029427884397444						0.1699425273078773	
C3N-03045	hnscc	0.0881670105380339	0.7270164581465757	True	False			True	True	True	True			False	False			True	True			True	True	True	False			False	True			True	True					False	False											False	True			-0.15269277918857502		-0.1908659413712341			0.13094617367152253		-0.1647869433696111		0.2981957974155526	-0.009567369122372216		-0.0654385573158877		0.3922580121962898			0.18600729422378742						0.12155137831956278	
C3N-03488	hnscc	0.10337105642162796	0.6762360155861676	False	False			True	False	False	True			False	True			False	True			False	False	False	False			True	False			True	True					True	False											True	True			0.1279081587542139		-0.3331151427781447	-1.1449127981507026		0.0506300866226672		-0.7037168622554383		-0.2298420848357905	0.1511959383125408		-0.1286443819747042		0.2310997570762896			0.233921937441362						0.018243597685969698	
C3N-03490	hnscc	0.05624595081187626	0.6714911393333276	False	True			True	True	True	True			True	True			True	True			True	True	True	False			False	False			False	True					False	True											False	False			0.9300894765392342		-0.06053294454764113			0.1875210822757856		-0.4386585658465052		-0.6067707646951074	0.1598255327123653		0.2429009617333008		-0.017333948863361037			-0.23931462747130378						-0.48868266673035266	
C3N-03619	hnscc	0.052030631629540816	0.6393667909200329	True	False			False	False	True	False			True	False			True	True			True	True	False	False			False	False			False	False					False	True											False	True			0.20048768740600797		-0.7671497771466751	0.5764883601545518		-0.1402958157574668		-0.022012436319601203		-0.26866660547064425	-0.029489700268313195		-0.0642117673412591		0.3001034544523038			-0.18353211773507908						-0.2137468401584931	
C3N-03620	hnscc	0.1811094748531492	0.6554224286375054	True	True			True	False	True	True			False	True			False	True			True	False	True	False			False	False			False	False					False	False											False	False			-0.07343942628627953		0.2551102302216774			0.013940783836720599		0.057472754029446904		-0.009375188552698699	0.2682412139374591		-0.158248010801482		0.18665761893578658			-0.2075381664906652						-0.0008236719522511926	
C3N-03837	hnscc	-0.028439677377830205	0.7106220659713469	False	True			False	True	False	False			True	True			False	True			False	True	False	True			False	False			True	False					True	True											False	False			0.08862578010268851		-0.07301365790539752	0.737968450823987		0.0185456837175784		0.05205554597429879		0.2894340392051884	0.03157598221737559		-0.1486099690149546		-0.1056896173949741			0.25397766626933377						-0.02884278633036161	
C3N-03841	hnscc	0.04008295763540327	0.6335234937601123	False	True			False	True	True	True			False	False			True	False			True	False	False	False			True	True			False	True					False	False											False	False			-0.11775460435601628		0.5197489730781908	0.02694452567944461		0.0753665096530779		0.0008617693481073885		0.0223307680683515	0.23912671448138748		0.02150453456122009		-0.10318566980252902			0.134539015450909						0.26981586656984413	
C3N-03849	hnscc	-0.013518500685729391	0.6608268338343674	True	False			True	False	True	True			False	False			False	True			False	True	False	True			True	False			False	True					False	True											False	True			-0.047978725574066405		-0.5123525695368103	-0.15039096462754087		-0.17890704251072728		0.04075654282976571		-0.30408616311857484	-0.0569378004042039		-0.004287953301457592		-0.27331515804187256			-0.23134781013037878						-0.019472408298913398	
C3N-03876	hnscc	0.029250377839319438	0.6918561928516124	False	True			True	False	True	False			False	False			False	True			False	False	True	True			True	True			False	False					False	False											True	True			-0.2817247643478921		-0.09362419662446031	-0.093584799034196		0.0735207850003734		0.3753963490347394		0.1848144932364598	-0.025837813607729604		-0.2877541901257303		0.1881965021432188			0.1217618214926946						0.019051064466206608	
C3N-03878	hnscc	0.08402924750632558	0.654125198444511	False	False			True	True	True	True			False	False			False	False			True	False	False	True			True	False			True	True					True	True											True	False			-0.1523948172511259		0.2832811640643853			-0.05364603383366		-0.2862451223209086		0.07432807756387191	0.1211120449968499		0.2734409658535603		-0.0555284597648439									-0.034586712044706494	
C3N-03888	hnscc	0.19151894923757662	0.7879105590224136	True	True			True	True	False	False			True	True			False	False			False	False	True	True			False	False			True	True					True	True											True	True			0.0762011412132073		0.1344355996576012	0.717445299561388		-0.005042782976558496		0.26039928234069054		-0.1596451784251943	-0.05700418951869711		-0.021292133977899107		0.029252710320240016			-0.01760547850768779						0.009316921847768	
C3N-03928	hnscc	0.12820563669662075	0.6334531033431063	True	False			True	True	False	False			True	True			True	True			True	True	False	True			True	False			False	False					False	False											True	False			0.1291112932421543		-0.0711523725976066	0.4299543999650519		-0.004698195623196996		-0.08427837151289419		-0.1492169056842419	-0.1905694766102865		-0.18849382806293538		-0.11966888020363958			-0.09597729888051851						-0.0752628888292768	
C3N-03933	hnscc	0.1062841306299913	0.6121598484971364	True	True			True	False	True	False			False	False			True	False			False	True	True	True			False	True			False	False					False	True											False	True			0.06535932928337468		0.0245680605702093	-0.012706750240804698		-0.0880518236605289		-0.33020002927990943		0.4864138025520167	-0.054057927796579995		0.0512913452321701		-0.297984593233398			0.0901775223706311						-0.03395262781870101	
