	cancer_type	tumor_normal_residuals_corr	prot_RNA_tumor_normal_ratios_corr	above_reg_line_ACSS1_Normal	above_reg_line_ACSS1_Tumor	above_reg_line_C1orf116_Normal	above_reg_line_C1orf116_Tumor	above_reg_line_CARD9_Normal	above_reg_line_CARD9_Tumor	above_reg_line_CDKN2A_Normal	above_reg_line_CDKN2A_Tumor	above_reg_line_CFI_Normal	above_reg_line_CFI_Tumor	above_reg_line_DYNC1LI1_Normal	above_reg_line_DYNC1LI1_Tumor	above_reg_line_ECH1_Normal	above_reg_line_ECH1_Tumor	above_reg_line_ECT2_Normal	above_reg_line_ECT2_Tumor	above_reg_line_FAM57A_Normal	above_reg_line_FAM57A_Tumor	above_reg_line_GPCPD1_Normal	above_reg_line_GPCPD1_Tumor	above_reg_line_HPS3_Normal	above_reg_line_HPS3_Tumor	above_reg_line_IFT43_Normal	above_reg_line_IFT43_Tumor	above_reg_line_IMPDH1_Normal	above_reg_line_IMPDH1_Tumor	above_reg_line_IMPDH2_Normal	above_reg_line_IMPDH2_Tumor	above_reg_line_MBNL2_Normal	above_reg_line_MBNL2_Tumor	above_reg_line_MFSD4A_Normal	above_reg_line_MFSD4A_Tumor	above_reg_line_NELL1_Normal	above_reg_line_NELL1_Tumor	above_reg_line_PPM1L_Normal	above_reg_line_PPM1L_Tumor	above_reg_line_RIPK3_Normal	above_reg_line_RIPK3_Tumor	above_reg_line_RNASET2_Normal	above_reg_line_RNASET2_Tumor	above_reg_line_SLC1A5_Normal	above_reg_line_SLC1A5_Tumor	above_reg_line_TALDO1_Normal	above_reg_line_TALDO1_Tumor	above_reg_line_THADA_Normal	above_reg_line_THADA_Tumor	above_reg_line_TXLNG_Normal	above_reg_line_TXLNG_Tumor	above_reg_line_USP7_Normal	above_reg_line_USP7_Tumor	tumor_normal_residual_diff_ACSS1	tumor_normal_residual_diff_C1orf116	tumor_normal_residual_diff_CARD9	tumor_normal_residual_diff_CDKN2A	tumor_normal_residual_diff_CFI	tumor_normal_residual_diff_DYNC1LI1	tumor_normal_residual_diff_ECH1	tumor_normal_residual_diff_ECT2	tumor_normal_residual_diff_FAM57A	tumor_normal_residual_diff_GPCPD1	tumor_normal_residual_diff_HPS3	tumor_normal_residual_diff_IFT43	tumor_normal_residual_diff_IMPDH1	tumor_normal_residual_diff_IMPDH2	tumor_normal_residual_diff_MBNL2	tumor_normal_residual_diff_MFSD4A	tumor_normal_residual_diff_NELL1	tumor_normal_residual_diff_PPM1L	tumor_normal_residual_diff_RIPK3	tumor_normal_residual_diff_RNASET2	tumor_normal_residual_diff_SLC1A5	tumor_normal_residual_diff_TALDO1	tumor_normal_residual_diff_THADA	tumor_normal_residual_diff_TXLNG	tumor_normal_residual_diff_USP7
C3L-02621	hnscc	0.1653276955602537	0.6122677966087284							False	False																																														0.2452894730298928																					
C3L-02651	hnscc	0.2644542090656799	0.7017697598331133							True	True																																																																			
C3L-03378	hnscc	0.12753623188405797	0.7031863421633845							True	True																																														-0.02765123368378719																					
C3N-00204	hnscc	0.2928118393234672	0.6612162454026128							True	True																																																																			
C3N-00306	hnscc	0.20900030202355785	0.576035551051302							True	True																																																																			
C3N-00307	hnscc	0.3793415886439142	0.6207342567218918							True	True																																																																			
C3N-00498	hnscc	0.179855028692238	0.356122022309424							True	True																																																																			
C3N-00519	hnscc	0.008710801393728223	0.4715947590918716							True	True																																																																			
C3N-01337	hnscc	0.3732126696832579	0.7008843510916258							False	False																																														0.9541263331354255																					
C3N-01338	hnscc	0.3318840579710145	0.6971340072350821							True	True																																																																			
C3N-01340	hnscc	0.16339474479009364	0.7728635137473711							True	True																																																																			
C3N-01645	hnscc	0.2310935441370224	0.6764167330711489							True	True																																																																			
C3N-01754	hnscc	0.3770764119601329	0.7414530990403364							True	True																																																																			
C3N-01756	hnscc	0.21396005210594876	0.7547009133217292							True	True																																																																			
C3N-01943	hnscc	0.4524489795918367	0.6757421045347303							True	True																																														0.2540359404923884																					
C3N-01944	hnscc	0.17233201581027668	0.670245849467814							True	False																																														0.4073955719287359																					
C3N-01946	hnscc	0.18693877551020407	0.718891898372347							True	True																																																																			
C3N-01947	hnscc	0.2018445322793149	0.7307418238643343							True	True																																																																			
C3N-02279	hnscc	0.02374344742522356	0.6465735812828287							False	True																																														0.5970627152967051																					
C3N-02713	hnscc	0.1048868778280543	0.6728410897834101							False	True																																														0.038185627264304606																					
C3N-02714	hnscc	0.25599753314831947	0.7571130452698397							True	False																																														0.09045787637560769																					
C3N-03027	hnscc	0.3979591836734694	0.6097905377830956							True	False																																														0.35352969513448673																					
C3N-03028	hnscc	0.13399209486166008	0.74147983417354							False	False																																														0.33790900442284055																					
C3N-03045	hnscc	0.08484848484848485	0.7270164581465757							True	True																																																																			
C3N-03488	hnscc	0.0308300395256917	0.6762360155861676							False	True																																														-1.1449127981507026																					
C3N-03490	hnscc	0.16546863988724453	0.6714911393333276							True	True																																																																			
C3N-03619	hnscc	0.1276923076923077	0.6393667909200329							True	False																																														0.5764883601545518																					
C3N-03620	hnscc	0.23739592969472711	0.6554224286375054							True	True																																																																			
C3N-03837	hnscc	0.17591836734693878	0.7106220659713469							False	False																																														0.737968450823987																					
C3N-03841	hnscc	-0.12806324110671938	0.6335234937601123							True	True																																														0.02694452567944461																					
C3N-03849	hnscc	0.058632840028188866	0.6608268338343674							True	True																																														-0.15039096462754087																					
C3N-03876	hnscc	0.12318840579710146	0.6918561928516124							True	False																																														-0.093584799034196																					
C3N-03878	hnscc	0.15644820295983086	0.654125198444511							True	True																																																																			
C3N-03888	hnscc	0.373149861239593	0.7879105590224136							False	False																																														0.717445299561388																					
C3N-03928	hnscc	0.17668825161887142	0.6334531033431063							False	False																																														0.4299543999650519																					
C3N-03933	hnscc	0.37341967314215235	0.6121598484971364							True	False																																														-0.012706750240804698																					
C3L-00081	lscc	0.2451005396802726	0.07896377066115576															True	False	True	False																															False	False								-0.4187510617867377	0.4055190868150279																0.07933125345420898
C3L-00415	lscc	0.30125687352710134	0.04543707861854825															False	False	True	True																															False	False								-0.8292996371214962																	-0.1413888303135349
C3L-00445	lscc	0.24129991563554556	0.06967636824197974															False	True	True	False																															True	False								-0.12526931396099872	0.5753176833631329																0.0711451953063641
C3L-00568	lscc	0.282068302508698	0.051597679766355056															False	False	True	True																															False	True								0.0667723110885915																	0.016010317256036605
C3L-00603	lscc	0.25747281589801274	0.11675240465988314															True	True	True	False																															True	True								-0.6298727427873969	0.10917191511087743																0.42720839410430766
C3L-00904	lscc	0.2447909981018449	-0.004706981974979164															True	False	True	False																															False	False								-0.2029480874447349	0.1798092682809826																0.04494674619705571
C3L-00923	lscc	0.33228009441384737	0.05244766030076875															True	False	True	True																															False	True								0.026911317799522494																	-0.07807679476570512
C3L-00927	lscc	0.2236190476190476	0.08446262800737296															True	False	True	True																															False	True								-0.1227586254415861	-0.5082741637158852																0.3846082287832818
C3L-00993	lscc	0.13803001543104507	0.13449131394221264															False	False	True	True																															False	True								-0.014442915093295094																	-0.005990932298292992
C3L-01000	lscc	0.3484814398200225	-0.01977193118718949															True	True	True	True																															True	True								0.8322822213685932																	0.22599277832971598
C3L-01285	lscc	0.17449462365591398	-0.08038266644466582															False	False	True	True																															True	False								0.04307389144619808																	0.052544822051098006
C3L-01455	lscc	0.20689360489958694	0.014516035082099922															True	False	True	True																															False	True								-0.2126763068155756																	0.182355451287531
C3L-01606	lscc	0.2182637326584177	0.0682433412128442															False	False	True	True																															False	False								0.39718589782802444																	0.21698442594025028
C3L-01663	lscc	0.3226391928682005	0.029842929091598473															True	False	True	True																															False	True								-0.2470111358212348																	-0.2160627228636867
C3L-01884	lscc	0.20064232371567503	0.04424747181768171															True	False	True	True																															False	True								-0.5276801832451529																	0.1945626551563985
C3L-02127	lscc	0.20762017773535746	0.07001377570856618															True	True	True	True																															True	False								-0.21916241613697263																	0.09630687930981029
C3L-02130	lscc	0.33646578711985686	0.013472243330807054															False	True	True	True																															False	True								0.3777842817406797																	0.05564399851479569
C3L-02163	lscc	0.2553723166368515	-0.009123252132775348															True	False	True	True																															False	True								-0.06748642235250998	0.055991454112336																-0.08011407159912941
C3L-02164	lscc	0.25828030580479766	0.06888769180616383															True	True	True	True																															True	False								-0.4716126926113026																	-0.19956683243172169
C3L-02168	lscc	0.2694015907756366	0.023965274994312075															False	True	True	True																															True	False								-0.08803212038948671																	-0.0734430841148847
C3L-02349	lscc	0.21122505035707745	-0.006935803186259589															True	True	False	False																															False	True								-0.1528844737435372	0.4363800679854588																0.09701210186801967
C3L-02358	lscc	0.1365024288688411	0.11407638806036624															True	True	True	True																															True	True								-0.3059278873013236																	0.2647526634888915
C3L-02546	lscc	0.2892657450076805	0.08939597108031061															True	False	True	True																															False	True								-0.10613725061538298																	0.1786861541282866
C3L-02552	lscc	0.3988509984639017	0.051894164389140324															True	True	True	True																															False	False								0.7738867806388847																	0.12755984134279452
C3L-02619	lscc	0.08317060367454068	-0.021790638575776844															True	True	False	False																															False	True								0.0322225696633216	0.840859270593743																-0.0645916213005724
C3L-02625	lscc	0.26950469588550985	0.13379763903726866															False	True	True	True																															True	True								0.004641653660210077																	-0.0066719998607771
C3L-02627	lscc	0.4057750412012452	0.019605752817950226															False	False	True	True																															True	True								-0.3052011358311074																	-0.09480436779915419
C3L-02629	lscc	0.2554010653802995	0.09566863750765683															False	True	True	True																															False	True								-0.5466190945641642																	0.0634466177996077
C3L-02648	lscc	0.22680845017364956	0.0005107060864139256															False	True	True	True																															True	False								0.09885880020440099																	-0.1024955722433882
C3L-02649	lscc	0.46374862662516025	0.08858038228022835															False	False	False	True																															True	False								-0.16318006380442437	1.061959292333827																-0.05587392886765631
C3L-02650	lscc	0.21530635062611808	-0.024307342144016232															False	False	True	True																															True	True								-0.4338194856291391																	0.06370504128768009
C3L-02660	lscc	0.2671950844854071	0.07235552746626095															False	True	True	True																															True	False								-0.2154821079721435																	-0.2090221022951494
C3L-02665	lscc	0.13628356376447978	0.01820745811833956															False	True	True	True																															True	False								-0.8695739250174599																	-0.270200052958587
C3L-02669	lscc	0.33397213473549353	0.07283807339967086															False	True	True	True																															True	False								-0.4248851581943341																	-0.20571156537880897
C3L-02891	lscc	0.349262982752156	0.02957346804041353															False	True	True	True																															True	True								-0.8079424514805156	-0.3623738075154303																0.0008187688666163005
C3L-02951	lscc	0.2399496459480724	0.03445235096269252															True	True	True	True																															False	False								-0.142629396063813																	-0.041691464298827995
C3L-02963	lscc	0.39957667044476913	0.09371945271363313															True	True	False	True																															True	False								-0.5221656229004812	0.12307946752226051																-0.04258006978510191
C3L-02964	lscc	0.29000674915635544	-0.046781566954459376															False	True	True	True																															True	False								0.26785763464996903																	0.0512443059373813
C3L-02968	lscc	0.11347881514810648	0.09015931020607024															True	True	False	False																															False	False								-0.30303689655371036	0.8267799298877968																0.009883751931946898
C3L-02969	lscc	0.23284178187403995	0.1355686721296237															True	False	True	True																															True	False								0.0028289532561480007																	0.06539397807121161
C3L-03272	lscc	0.2962365878396413	0.12281169937506993															False	False	True	True																															True	False								0.18037475675036152																	0.036066563812387195
C3L-03961	lscc	0.3292964669738863	0.18771156808685757															False	False	True	True																															True	False								-0.174941051418599																	-0.021413339395189794
C3L-03962	lscc	0.09264660610582667	0.013163787185536525															True	False	True	True																															False	True								-0.0202500129319379																	0.06257344153824021
C3L-03963	lscc	0.4311856082848449	0.10824609245153449															False	True	True	True																															True	True								0.08735346277092451																	-0.1870057137741986
C3L-03965	lscc	0.4237033052554477	-0.08240181072502487															False	True	False	True																															True	True								-0.6970478443687971	0.4505935660849103																-0.13164756615145778
C3L-04013	lscc	0.3187033831628639	-0.09327623421190077															False	False	True	True																															True	True								-0.15092640670739632																	-0.20432933973110862
C3L-04014	lscc	0.33812570303712036	0.024822407145207687															True	True	False	False																															True	False								0.11031009665755599	0.03518887927562142																0.5444966042168454
C3L-04071	lscc	0.3680871157769511	0.03791039636157578															True	True	True	True																															False	True								-0.041693495950185795																	0.018451085481586
C3L-04391	lscc	0.2748384517160878	0.032653057240988576															False	False	False	True																															True	False								0.329528879296894	0.6651411494292122																-0.046726792724703405
C3N-00221	lscc	0.18104315742397137	0.04994963484231888															True	True	True	True																															False	False								-0.6465074057716967																	0.2924731758109369
C3N-00497	lscc	0.328654602675059	0.09297550411801137															False	True	True	True																															False	True								0.15483803428203957																	-0.08702591856970279
C3N-00555	lscc	0.253660519263369	0.12941112987964057															True	False	True	True																															False	True								0.25716152127632086																	-0.0668825289840128
C3N-01017	lscc	0.21754011895410166	-0.00377009218154089															False	False	True	False																															True	False								0.0526042839120936	-0.7335976005365016																-0.1038492720466522
C3N-01020	lscc	0.2339260424862313	0.04159117485932998															True	True	True	True																															False	True								0.3320167490066348																	0.025347815993062406
C3N-01025	lscc	0.4085639295088114	0.03470243158201709															True	False	True	True																															False	False								-0.415712031540194																	0.2767463951935068
C3N-01028	lscc	0.3089950702590504	0.12415363555567074															True	True	True	True																															True	False								-0.8888303059130845																	0.3518954392977135
C3N-01194	lscc	0.09024270353302612	0.07982042239369952															True	False	True	True																															False	False								0.1256922232368818																	0.062328931718463605
C3N-01411	lscc	0.3384971797989074	0.09902998598550605															True	False	True	True																															True	True								-0.0043807769100766																	0.1279515444196504
C3N-01846	lscc	0.22555818050226004	0.07086669521195336															False	False	True	True																															False	True								-0.14502693824396168																	-0.0166410164568717
C3N-01892	lscc	0.4364642464750046	0.08179269334806609															True	True	True	False																															True	True								-0.009566097091927697	-0.2580836423239029																0.08017604171981399
C3N-01893	lscc	0.17434018128285875	-0.0025689143798038956															True	True	True	True																															False	True								-0.12864414401718077																	0.0637924673974801
C3N-02252	lscc	0.19165362254025045	0.04956770890148818															False	True	True	True																															False	True								0.619455074686812																	0.0942210069010992
C3N-02285	lscc	0.26006897883153407	0.018856056645042932															True	True	False	False																															False	True								0.0157671855438797	0.029075592508057302																-0.0520852995202624
C3N-02288	lscc	0.15830414746543778	-0.026290054389400366															False	True	True	True																															False	True								0.8347078513443913																	0.008672430727108202
C3N-02289	lscc	0.3095926973789569	0.07353096439087921															False	True	True	True																															False	False								0.5798782593866701																	-0.0715858212197003
C3N-02339	lscc	0.21511064995489407	0.04483596974626719															True	True	True	True																															True	False								0.23505985078278463																	0.15884160374515052
C3N-02374	lscc	0.23844476744186047	-0.007390874572271939															True	True	True	True																															True	False								0.12569138050344997																	0.1322907489273265
C3N-02375	lscc	0.2719370574350905	0.14769779172928588															True	False	True	True																															False	False								-0.057481937620800394																	0.06935885114342019
C3N-02425	lscc	0.33551783692402415	0.13203219759362464															True	True	True	True																															False	False								0.2113243764145537																	0.001990128420173598
C3N-02426	lscc	0.20732809924922174	0.09434015749495875															True	True	True	True																															False	True								-0.47163079031506433																	0.2898972406299651
C3N-02434	lscc	0.12582123758594346	0.05462390004934276															False	False	True	True																															True	True								0.29820639366888463																	-0.0657252674279559
C3N-02435	lscc	0.28987364951474087	0.07218720836733239															True	True	True	True																															True	True								0.3805463121021592																	-0.0394411634144127
C3N-02494	lscc	0.2907410011248594	0.09217165204560146															False	False	False	True																															False	True								-0.1622722316359548	0.3448719909248083																0.0169519824678213
C3N-02523	lscc	0.16164049624610877	0.09945012263086883															True	False	True	True																															True	False								0.1345640565982815																	-0.0927447280223197
C3N-02575	lscc	0.2201587656529517	0.11798108842774258															True	True	True	True																															False	False								-0.060917281183880304																	-0.045455335189975694
C3N-02675	lscc	-0.034516285853184246	0.06670214138398878															False	False	True	True																															False	True								-0.11359732142131052																	0.04616207217919571
C3N-03051	lscc	0.23301523999430282	0.08733347449071376															False	False	True	True																															False	False								-0.0033342384877975695																	-0.06850604822967571
C3N-03076	lscc	0.4026293588301462	0.119036370899921															False	False	False	True																															False	True								-0.05653269778289738	0.5246594795063506																-0.022358772178582398
C3N-03092	lscc	0.2674704724409449	0.10778602916356957															False	False	False	True																															True	True								-0.39953269309233364	0.3486190450717112																-0.0254255375962458
C3N-03093	lscc	0.28125960061443933	0.06918029193907253															False	True	True	True																															False	False								-0.731044696580201																	0.2495283826372889
C3N-03204	lscc	0.35871406335835926	0.033309552980959015															False	False	False	False																															False	True								-0.1138740335389283	0.061684332509034705																0.16610686122961368
C3N-03424	lscc	0.49340957549912773	0.01725152112622894															False	False	True	True																															True	True								-0.0331970061850721	0.05963865647065464																-0.06921384804879299
C3N-03425	lscc	0.199246200275847	0.11410688459441518															False	False	False	True																															False	False								-0.027222078205486805	-0.23006167033444658																0.23844139363438788
C3N-03441	lscc	0.17333134956967589	0.004775311079669611															False	False	True	True																															True	False								0.13535737612422916																	0.07281595662451479
C3N-03486	lscc	0.3054068695102604	0.11303857799410817															False	True	True	True																															True	True								-0.1456147120323083																	0.07631179406359
C3N-03848	lscc	0.3931551459293395	0.060858754034219															True	False	False	False																															True	False								-0.33008904584554377	-0.2716580043066683																0.05473802440064279
C3N-03851	lscc	0.38402699662542183	-0.06349246399178496															False	False	False	True																															False	True								-0.2731362393429969	0.490883973303129																0.2176997097909161
C3N-03875	lscc	0.26265093917710197	0.11175255907884421															True	False	False	False																															False	False								-0.046552239400599105	-0.49870285494625816																0.0855198845867911
C3N-03877	lscc	0.26731596777147043	0.09372518193097705															False	False	True	True																															False	True								0.5964499399737472																	-0.003766250549168307
C3N-03880	lscc	0.25335332356711227	0.1071096314812142															False	False	True	False																															False	False								0.0417772739486299	-0.19651179643905842																0.08829202145467571
C3N-03882	lscc	0.16180399325084363	0.08565005265403773															True	False	True	True																															True	False								-0.20937914385969103																	0.0364259361413351
C3N-04124	lscc	0.33540921288014314	0.11706272169531745															True	False	False	True																															False	False								0.4354863387846902	0.5760184876529939																0.06721084535068649
C3N-04127	lscc	0.3738863287250384	0.1246752179474825															True	False	True	True																															False	False								0.05875522116662413																	0.07046915233920201
C3N-04162	lscc	0.11739548181477315	0.0804480456875562															False	True	False	False																															True	True								-0.15624872992468108	0.41958961695828817																-0.0209155541931134
C3L-00001	luad	0.26391334188773835	0.058655699774819874																																	True	False																																	0.288622810453657								
C3L-00009	luad	0.3432503702633385	-0.07305003302454033																																	True	True																																									
C3L-00080	luad	0.14744634967389017	0.026137490305889674																																	True	True																																									
C3L-00083	luad	0.25291188212536525	0.021078889231132377																																	True	True																																									
C3L-00093	luad	0.09672799111001358	0.05268083013365401																																	True	True																																									
C3L-00094	luad	0.05480290054012115	-0.022242260284973996																																	False	True																																	1.1634923277487017								
C3L-00095	luad	0.4136964484790572	0.012601937324314612																																	True	True																																									
C3L-00140	luad	0.12863490228660188	0.0842794414054828																																	True	True																																									
C3L-00144	luad	0.2626749425561756	0.023411765493218304																																	True	False																																	-0.19794380377316423								
C3L-00263	luad	0.28302277432712214	-0.013776945916803238																																	True	True																																									
C3L-00279	luad	-0.16695444857855002	0.03210951655715529																																	True	True																																									
C3L-00368	luad	0.10026558443496165	0.07999816272092311																																	True	True																																									
C3L-00412	luad	0.2585751327324361	0.10085092186654464																																	True	True																																									
C3L-00422	luad	0.31000535045478866	-0.048960030604881584																																	True	True																																									
C3L-00510	luad	0.11707618224472158	0.0713622633553581																																	True	True																																									
C3L-00604	luad	-0.11314211734969098	0.06908170934329257																																	True	True																																	-1.8890490357949439								
C3L-00893	luad	0.30052269827550726	-0.009684529385102673																																	False	True																																	1.8703775268846465								
C3L-00913	luad	0.2180269169033214	0.033651400483137923																																	True	True																																									
C3L-00973	luad	0.15927695492912886	0.07936765410418484																																	True	True																																									
C3L-01330	luad	0.08343733043950081	0.018426532204554345																																	False	True																																	-1.2879869727611717								
C3L-01632	luad	0.11682530795072789	0.025421424215269897																																	True	False																																	0.9927953718778056								
C3L-01682	luad	0.250370263338511	-0.0136607645470868																																	True	True																																									
C3L-01683	luad	0.08336370926587446	0.09580421537042184																																	True	False																																	-1.0437924789133994								
C3L-01889	luad	0.20893937523151007	0.01697920334568913																																	True	True																																									
C3L-01890	luad	0.13858136134403629	0.061199718637133374																																	True	True																																									
C3L-01924	luad	0.2667675147627032	0.07044695727809977																																	True	True																																	-0.847585868147618								
C3L-02219	luad	0.23967757205975174	0.0033075293790222554																																	True	True																																									
C3L-02345	luad	0.32869078487056014	0.04347792290791226																																	True	True																																									
C3L-02348	luad	0.33226628444019746	0.0698144296394017																																	True	True																																									
C3L-02350	luad	0.13742437337942956	0.09001239583854725																																	True	True																																									
C3L-02365	luad	-0.038923395445134575	0.04788858279779497																																	True	True																																									
C3L-02508	luad	0.2563146997929607	-0.030261572991952652																																	True	True																																									
C3L-02549	luad	0.24849498327759198	0.003984842591607244																																	True	True																																									
C3N-00167	luad	0.17306257646742862	0.02694808218854837																																	False	True																																	0.6857682108634922								
C3N-00169	luad	0.06760505412190805	-0.029410058093986415																																	True	True																																									
C3N-00175	luad	0.31108456760630676	0.04739051900734621																																	True	True																																									
C3N-00180	luad	0.16635545970965707	0.06074176940171666																																	True	True																																									
C3N-00199	luad	0.2560146725644622	-0.023127728420137966																																	True	False																																	1.697840848617425								
C3N-00203	luad	0.18185024416711884	0.03813584981310156																																	False	True																																	0.8133516466535196								
C3N-00217	luad	0.061170212765957445	0.10457894675321948																																	False	False																																	0.5377790748576174								
C3N-00223	luad	0.46213183730715285	0.08412022729445776																																	False	True																																	1.2654020615564003								
C3N-00293	luad	0.2814026390610192	0.055680854709653525																																	True	False																																	0.8202160241213563								
C3N-00433	luad	0.1341583436611504	0.0809077833479191																																	False	False																																	2.5659746191794643								
C3N-00546	luad	0.15261758118701008	0.09093498824818745																																	True	True																																									
C3N-00547	luad	-0.03362723819858926	0.0128370068628383																																	True	True																																									
C3N-00549	luad	-0.021130180680742478	-0.04524316429232714																																	True	True																																									
C3N-00550	luad	0.1931306138282952	0.052416800085783664																																	False	True																																	2.32257435918654								
C3N-00551	luad	0.2871218668971478	-0.017771970362074507																																	True	True																																									
C3N-00552	luad	0.24219450961023994	0.037988420613141456																																	True	True																																									
C3N-00556	luad	-0.023290830168204015	0.06893629951916																																	True	True																																									
C3N-00559	luad	0.2689759515846472	0.044444026112914994																																	True	True																																									
C3N-00560	luad	0.03629558846950151	-0.0422859761854224																																	True	True																																									
C3N-00572	luad	0.24630488725860394	-0.03129219820201574																																	True	True																																									
C3N-00574	luad	0.2987541993281075	0.038803295817995825																																	True	True																																	0.9763457950980324								
C3N-00578	luad	0.17453416149068324	-0.011024072136550302																																	True	True																																									
C3N-00579	luad	0.2476457623722701	0.05215384118400759																																	False	False																																	1.5756802806573635								
C3N-00580	luad	0.09745331069609507	0.01663098974438923																																	True	True																																									
C3N-00704	luad	0.21155724362452524	0.05560777706740017																																	True	True																																									
C3N-00737	luad	0.03711569329546858	-0.031611130672734515																																	True	True																																									
C3N-00738	luad	0.15714697287730994	-0.00524942881836029																																	True	True																																									
C3N-00959	luad	-0.08947284599458513	0.051117513784382555																																	True	True																																									
C3N-01016	luad	0.14054112632301413	0.05827958813159886																																	True	True																																									
C3N-01021	luad	0.11317145957677699	-0.010061853637259888																																	False	False																																	1.1559482078065488								
C3N-01023	luad	0.0689500813890396	0.07338111393195347																																	True	True																																									
C3N-01024	luad	-0.0024721228697664635	0.029199685820741426																																	True	True																																									
C3N-01030	luad	0.2589867061777174	0.05717386231677411																																	True	True																																									
C3N-01071	luad	0.13250872847721643	-0.01798243575572223																																	False	True																																	2.005508762545153								
C3N-01072	luad	0.21715257676583807	0.05273311056538585																																	True	True																																	0.13372525092583382								
C3N-01405	luad	0.13810010214504598	-0.013730718101558313																																	True	True																																									
C3N-01410	luad	0.04594680681637203	0.07635256099871754																																	True	True																																									
C3N-01413	luad	0.05840227188541795	-0.06884316924216259																																	False	False																																	-0.5885419410853691								
C3N-01414	luad	0.16748907271610736	0.03170303366692584																																	True	True																																									
C3N-01415	luad	0.24645841050335432	0.015224427214719982																																	True	True																																									
C3N-01416	luad	0.18328667413213887	0.023941235280141075																																	True	True																																									
C3N-01488	luad	0.18943079392517595	0.05588886368956807																																	False	False																																	0.46197536479296564								
C3N-01489	luad	0.17372515125324114	-0.008105156843750506																																	True	True																																									
C3N-01799	luad	0.2479848342400937	0.105441113341202																																	True	True																																									
C3N-01823	luad	0.2591813983118331	-0.0258079625394002																																	True	True																																									
C3N-02000	luad	0.21806264896152536	0.02238731683032143																																	True	True																																									
C3N-02002	luad	0.13993561030235163	0.02640612211591672																																	False	True																																	0.9224020953656944								
C3N-02003	luad	0.14972218792443512	0.000975413894484313																																	True	True																																									
C3N-02067	luad	0.3574251345591157	-0.032805958234240644																																	True	True																																									
C3N-02087	luad	0.36212206047032475	-0.011510328582401133																																	True	True																																									
C3N-02089	luad	0.08322074919625763	0.016281963337582882																																	True	True																																									
C3N-02145	luad	0.2696825827455236	0.02690165637259309																																	True	True																																									
C3N-02149	luad	0.24824621608929667	0.04481415980333545																																	True	True																																									
C3N-02155	luad	0.10744709712425393	-0.02688189632123253																																	False	True																																	0.7718828436923592								
C3N-02158	luad	0.125460235640648	0.04294625146482961																																	True	True																																									
C3N-02379	luad	-0.14530132788559755	0.05425449582832849																																	True	True																																									
C3N-02380	luad	0.22716435411373853	0.0695060261720895																																	True	True																																	0.9164637649359051								
C3N-02421	luad	0.31962832338578406	0.04069802669838661																																	True	True																																									
C3N-02423	luad	0.1873414699650861	0.05247434179131419																																	True	True																																									
C3N-02424	luad	0.2694433406783947	-0.0033271715403644917																																	True	True																																									
C3N-02433	luad	0.1111824505082932	0.06554274477107795																																	True	True																																									
C3N-02529	luad	0.13386554925405483	0.04232624118995382																																	True	True																																									
C3N-02572	luad	0.3905558209906036	0.016489975105646267																																	True	True																																									
C3N-02582	luad	0.22665413128246228	0.09156618167481438																																	True	False																																	1.6279204200526038								
C3N-02586	luad	0.06671188279978296	0.01617991007358498																																	True	True																																									
C3N-02587	luad	0.22253776186360455	0.03668729632573284																																	False	True																																	-0.7654155834274312								
C3N-02588	luad	0.2571428571428571	0.02585062529274159																																	True	True																																									
C3N-02729	luad	0.1578548792031938	-0.021569880606834763																																	True	True																																									
